Id,SalePrice
2198,145000
2199,129000
2200,67000
2201,67000
2202,96500
2203,67000
2204,79900
2205,115000
2206,155000
2207,104900
2208,210000
2209,177000
2210,115000
2211,58500
2212,109000
2213,55000
2214,127000
2215,132000
2216,67000
2217,82000
2218,117000
2219,85000
2220,55000
2221,392500
2222,275000
2223,67000
2224,127000
2225,112000
2226,150000
2227,67000
2228,67000
2229,139000
2230,167500
2231,117000
2232,181000
2233,67000
2234,67000
2235,153500
2236,67000
2237,150000
2238,206300
2239,84500
2240,164000
2241,67000
2242,153500
2243,127000
2244,91000
2245,91000
2246,96500
2247,127000
2248,96500
2249,58500
2250,144000
2251,67000
2252,67000
2253,112000
2254,112000
2255,181000
2256,127000
2257,145900
2258,67000
2259,188000
2260,118500
2261,67000
2262,67000
2263,237000
2264,139000
2265,101800
2266,207000
2267,153500
2268,311872
2269,67000
2270,145000
2271,136905
2272,139000
2273,67000
2274,167900
2275,67000
2276,67000
2277,139000
2278,67000
2279,94750
2280,94750
2281,173000
2282,67000
2283,83500
2284,118000
2285,127000
2286,67000
2287,150000
2288,67000
2289,147000
2290,147000
2291,172500
2292,150000
2293,147000
2294,139000
2295,147000
2296,139000
2297,219210
2298,139000
2299,290000
2300,173000
2301,239900
2302,149700
2303,214000
2304,139000
2305,196000
2306,196000
2307,67000
2308,209500
2309,266000
2310,254000
2311,202665
2312,67000
2313,127000
2314,67000
2315,118400
2316,130000
2317,67000
2318,105900
2319,105900
2320,176000
2321,67000
2322,159895
2323,67000
2324,155835
2325,207000
2326,216500
2327,219500
2328,222500
2329,148000
2330,172400
2331,179000
2332,239000
2333,171000
2334,181000
2335,168000
2336,315000
2337,67000
2338,235128
2339,67000
2340,367294
2341,139000
2342,207000
2343,207000
2344,127000
2345,127000
2346,182000
2347,67000
2348,227875
2349,67000
2350,339750
2351,67000
2352,67000
2353,250000
2354,147000
2355,84500
2356,67000
2357,185000
2358,130500
2359,94500
2360,58500
2361,132000
2362,165000
2363,58500
2364,67000
2365,196000
2366,67000
2367,202665
2368,208900
2369,209500
2370,179400
2371,177500
2372,67000
2373,220000
2374,215000
2375,270000
2376,150000
2377,271900
2378,94750
2379,149000
2380,55000
2381,139000
2382,67000
2383,67000
2384,168000
2385,67000
2386,67000
2387,67000
2388,90000
2389,55000
2390,55993
2391,129000
2392,55000
2393,145000
2394,67000
2395,103600
2396,115000
2397,93000
2398,67000
2399,86000
2400,52000
2401,58500
2402,67000
2403,67000
2404,67000
2405,166000
2406,58500
2407,58500
2408,67000
2409,67000
2410,165150
2411,58500
2412,67000
2413,119000
2414,127000
2415,106000
2416,94750
2417,58500
2418,137000
2419,67000
2420,94750
2421,67000
2422,67000
2423,55000
2424,143500
2425,145900
2426,67000
2427,130000
2428,67000
2429,87000
2430,58500
2431,99500
2432,127000
2433,67000
2434,127000
2435,67000
2436,66500
2437,115000
2438,118500
2439,67000
2440,67000
2441,79000
2442,52000
2443,67000
2444,67000
2445,55000
2446,115000
2447,55993
2448,86000
2449,140000
2450,67000
2451,110000
2452,67000
2453,106500
2454,67000
2455,84900
2456,67000
2457,81000
2458,75000
2459,109000
2460,103000
2461,67000
2462,132500
2463,67000
2464,122000
2465,60000
2466,67000
2467,98000
2468,40000
2469,35311
2470,67000
2471,91500
2472,109900
2473,67000
2474,34900
2475,93000
2476,80000
2477,67000
2478,67000
2479,67000
2480,170000
2481,96500
2482,67000
2483,55000
2484,67000
2485,58500
2486,67000
2487,172000
2488,93000
2489,67000
2490,143000
2491,98000
2492,67000
2493,67000
2494,67000
2495,141000
2496,60000
2497,152000
2498,94750
2499,106500
2500,58500
2501,87000
2502,96500
2503,40000
2504,150000
2505,127000
2506,67000
2507,311872
2508,67000
2509,67000
2510,207000
2511,207000
2512,190000
2513,168000
2514,151400
2515,148000
2516,148000
2517,67000
2518,132000
2519,154900
2520,144000
2521,177000
2522,240000
2523,67000
2524,67000
2525,67000
2526,103200
2527,55000
2528,67000
2529,34900
2530,138000
2531,171000
2532,237000
2533,177000
2534,67000
2535,237000
2536,177000
2537,115000
2538,224900
2539,67000
2540,176000
2541,118400
2542,105900
2543,140000
2544,58500
2545,141000
2546,67000
2547,132500
2548,142953
2549,167500
2550,184750
2551,145000
2552,110000
2553,82000
2554,52000
2555,109000
2556,58500
2557,127500
2558,107500
2559,67000
2560,96500
2561,85000
2562,96500
2563,96500
2564,177000
2565,93000
2566,79900
2567,67000
2568,176000
2569,215000
2570,115000
2571,115000
2572,67000
2573,67000
2574,115000
2575,67000
2576,135000
2577,76500
2578,52000
2579,106500
2580,37900
2581,67000
2582,67000
2583,235000
2584,67000
2585,67000
2586,235000
2587,157000
2588,58500
2589,129900
2590,67000
2591,185000
2592,67000
2593,67000
2594,148000
2595,149000
2596,150000
2597,67000
2598,173000
2599,147000
2600,239000
2601,58500
2602,75000
2603,91000
2604,97000
2605,88000
2606,67000
2607,134000
2608,107000
2609,136000
2610,76500
2611,67000
2612,125000
2613,92000
2614,67000
2615,67000
2616,115000
2617,105000
2618,121000
2619,67000
2620,94750
2621,172400
2622,168000
2623,287000
2624,139000
2625,141000
2626,67000
2627,67000
2628,345000
2629,184750
2630,325000
2631,350000
2632,139000
2633,150000
2634,290000
2635,129900
2636,150000
2637,129900
2638,173000
2639,185000
2640,67000
2641,112500
2642,67000
2643,106000
2644,94500
2645,88000
2646,83000
2647,83500
2648,127500
2649,127000
2650,127000
2651,146000
2652,437154
2653,67000
2654,145000
2655,150000
2656,139000
2657,157000
2658,139000
2659,173000
2660,121500
2661,147000
2662,150000
2663,139000
2664,277500
2665,153500
2666,153500
2667,163990
2668,105900
2669,67000
2670,139000
2671,155835
2672,67000
2673,173000
2674,67000
2675,160200
2676,225000
2677,173000
2678,117000
2679,150000
2680,139000
2681,290000
2682,290000
2683,176000
2684,290000
2685,168000
2686,132000
2687,157000
2688,232600
2689,67000
2690,179000
2691,117000
2692,55000
2693,207000
2694,147000
2695,190000
2696,105900
2697,230000
2698,160000
2699,67000
2700,67000
2701,115000
2702,129900
2703,112000
2704,67000
2705,127000
2706,58500
2707,67000
2708,127000
2709,103200
2710,67000
2711,67000
2712,205000
2713,197000
2714,147400
2715,130000
2716,148800
2717,139000
2718,67000
2719,67000
2720,166000
2721,159950
2722,126000
2723,67000
2724,67000
2725,58500
2726,148000
2727,153000
2728,93000
2729,115000
2730,139000
2731,96500
2732,67000
2733,67000
2734,96500
2735,67000
2736,104900
2737,94750
2738,67000
2739,67000
2740,67000
2741,139000
2742,150000
2743,143000
2744,67000
2745,58500
2746,127000
2747,94750
2748,67000
2749,115000
2750,127000
2751,67000
2752,55993
2753,67000
2754,160000
2755,113000
2756,34900
2757,39300
2758,79000
2759,128500
2760,67000
2761,143000
2762,87000
2763,67000
2764,67000
2765,67000
2766,110000
2767,92900
2768,136500
2769,141000
2770,67000
2771,67000
2772,84500
2773,67000
2774,87000
2775,117000
2776,67000
2777,55000
2778,37900
2779,55993
2780,67000
2781,40000
2782,64500
2783,37900
2784,119900
2785,87000
2786,79000
2787,82500
2788,115000
2789,94750
2790,86000
2791,67000
2792,85000
2793,210000
2794,96500
2795,132500
2796,115000
2797,67000
2798,115000
2799,67000
2800,34900
2801,125000
2802,67000
2803,67000
2804,67000
2805,115000
2806,55000
2807,84500
2808,67000
2809,145000
2810,58500
2811,115000
2812,142500
2813,171000
2814,171000
2815,105900
2816,67000
2817,147000
2818,67000
2819,119500
2820,111000
2821,149000
2822,67000
2823,132000
2824,67000
2825,93000
2826,67000
2827,152000
2828,220000
2829,67000
2830,142500
2831,194000
2832,173000
2833,207000
2834,117000
2835,67000
2836,131500
2837,170000
2838,155000
2839,210000
2840,185000
2841,230000
2842,144000
2843,174000
2844,84500
2845,58500
2846,230000
2847,139000
2848,115000
2849,138000
2850,144000
2851,210000
2852,177000
2853,144000
2854,131500
2855,185000
2856,105900
2857,105900
2858,210000
2859,67000
2860,78000
2861,67000
2862,165400
2863,52500
2864,255900
2865,140000
2866,130000
2867,85000
2868,35311
2869,149000
2870,67000
2871,37900
2872,60000
2873,96500
2874,100000
2875,67000
2876,67000
2877,79000
2878,90000
2879,79900
2880,82000
2881,113000
2882,93000
2883,55993
2884,178000
2885,105000
2886,67000
2887,55993
2888,67000
2889,60000
2890,58500
2891,60000
2892,72500
2893,112000
2894,79000
2895,392500
2896,275000
2897,67000
2898,67000
2899,192000
2900,67000
2901,165000
2902,179200
2903,173000
2904,150000
2905,39300
2906,206300
2907,115000
2908,128500
2909,67000
2910,92000
2911,97000
2912,67000
2913,97000
2914,75000
2915,75000
2916,88000
2917,115000
2918,132000
2919,145000
